commit;file;commits;linesAdded;linesDeleted;authors;minorAuthors;majorAuthors;authorOwnership;bugs;refactorings
07d285fd3b0419eed9632dccd6113fbcbcc79868;core/src/test/java/org/apache/abdera/test/core/CoreTest.java;0;0;0;0;0;0;0.0;0;0
07d285fd3b0419eed9632dccd6113fbcbcc79868;parser/src/test/java/org/apache/abdera/test/parser/stax/AtomConformanceTest.java;0;0;0;0;0;0;0.0;0;0
07d285fd3b0419eed9632dccd6113fbcbcc79868;parser/src/test/java/org/apache/abdera/test/parser/stax/FeedParserTest.java;0;0;0;0;0;0;0.0;0;0
1d2dac3f2cf8f9e75552ec4dfc01dbac7173b51e;parser/src/main/java/org/apache/abdera/parser/stax/FOMParser.java;1;67;0;1;0;1;1.0;0;0
1af816ef390af411c05e7c162c65d2e0c6020b32;core/src/test/java/org/apache/abdera/test/core/CoreTest.java;1;1;1;1;0;1;1.0;0;1
9fb858e2c435acaa7c8a1a0965586531284082a4;parser/src/main/java/org/apache/abdera/parser/stax/FOMFactory.java;3;1400;0;1;0;1;1.0;1;0
3ae45d4c685f62764170748014d2d28240fa1ee4;parser/src/main/java/org/apache/abdera/parser/stax/FOMFactory.java;4;1400;13;1;0;1;1.0;1;1
876a8c9ac3413d45d9417aa2b88ab61fa2d33030;parser/src/test/java/org/apache/abdera/test/parser/stax/FeedParserTest.java;2;2;3;1;0;1;1.0;0;1
b636ebc0cd3a288c29ee4c8da413393ac0e0b165;core/src/main/java/org/apache/abdera/util/ServiceUtil.java;2;156;1;1;0;1;1.0;0;0
ff41f83d5b574b4bf8ef3362119a77ad42005506;parser/src/main/java/org/apache/abdera/parser/stax/FOMParserFactory.java;1;55;0;1;0;1;1.0;0;0
ff41f83d5b574b4bf8ef3362119a77ad42005506;parser/src/main/java/org/apache/abdera/parser/stax/FOMWriterFactory.java;1;55;0;1;0;1;1.0;0;0
5ffd6778db53d0b83ac8a8e1a6aee9934584ddd9;server/src/main/java/org/apache/abdera/server/exceptions/MethodNotAllowedException.java;0;0;0;0;0;0;0.0;0;0
65bcf4aa791e72c815a9b86177a4e7d498e817c9;parser/src/main/java/org/apache/abdera/parser/stax/FOMFactory.java;7;1408;124;1;0;1;1.0;3;2
497d1d270d684bc68da9c30eda0ffbe5308a2871;parser/src/main/java/org/apache/abdera/parser/stax/FOMSource.java;2;697;72;1;0;1;1.0;1;0
aa7355f6998caf3943476d92c47fa76c9c0b0b4c;parser/src/main/java/org/apache/abdera/parser/stax/SniffingInputStream.java;0;0;0;0;0;0;0.0;0;0
bc87dc1e6985ea34e5565c422ba6a81d0536f139;parser/src/main/java/org/apache/abdera/parser/stax/FOMDocument.java;3;150;1;1;0;1;1.0;1;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMCollection.java;2;167;0;1;0;1;1.0;1;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMContent.java;9;325;7;1;0;1;1.0;2;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMElement.java;8;572;14;1;0;1;1.0;3;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMEntry.java;8;1126;210;1;0;1;1.0;3;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMIRI.java;2;109;0;1;0;1;1.0;1;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMSource.java;3;700;73;1;0;1;1.0;1;1
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/FOMWorkspace.java;2;135;0;1;0;1;1.0;1;0
40d4a7116cfae2b171f7206e619c0129bc94d511;parser/src/main/java/org/apache/abdera/parser/stax/util/SniffingInputStream.java;0;0;0;0;0;0;0.0;0;0
c4838bcf2397f78e35ca4d3a28cbe60a907fefec;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMElementIterator.java;0;0;0;0;0;0;0.0;0;0
c4838bcf2397f78e35ca4d3a28cbe60a907fefec;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMLinkIterator.java;0;0;0;0;0;0;0.0;0;0
c4838bcf2397f78e35ca4d3a28cbe60a907fefec;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMSniffingInputStream.java;0;0;0;0;0;0;0.0;0;0
b5a60dd947bbe93b5392c881a669b0d8c51e914e;parser/src/main/java/org/apache/abdera/parser/stax/FOMContent.java;11;330;8;1;0;1;1.0;2;1
d7a7132458530e34736509cd6c6b300d55d822e2;dependencies/src/main/java/org/json/JSONWriter.java;0;0;0;0;0;0;0.0;0;0
1c6bd6b304b368b7a5826d7117a7e0fa9b217595;parser/src/main/java/org/apache/abdera/parser/stax/FOMFactory.java;13;1422;135;2;0;2;0.9230769230769231;4;3
57ea74817e580822b395b9e178122a60b920169b;server/src/main/java/org/apache/abdera/server/cache/CacheEntry.java;0;0;0;0;0;0;0.0;0;0
ebe1bd5046536eaf55f7bef9ba601c7c4f14681d;extensions/src/test/java/org/apache/abdera/test/ext/TestSuite.java;0;0;0;0;0;0;0.0;0;0
ff8dc33ecb7db20643cf1283462e39f3f167f4ba;client/src/main/java/org/apache/abdera/protocol/util/DataSourceRequestEntity.java;0;0;0;0;0;0;0.0;0;0
ff8dc33ecb7db20643cf1283462e39f3f167f4ba;client/src/main/java/org/apache/abdera/protocol/util/ExtensionMethod.java;0;0;0;0;0;0;0.0;0;0
93320a00d1452b2c50a306df6313878ec28ecd5c;client/src/main/java/org/apache/abdera/protocol/cache/CachedResponseBase.java;2;108;1;2;0;2;0.5;1;0
9c6941c91fe6cf7e125cfee73b7fe1b1015dc6ca;client/src/main/java/org/apache/abdera/protocol/cache/CachedResponseBase.java;3;113;2;2;0;2;0.6666666666666666;1;1
e218b1e0370c886302136658e28f73a0f2dfbb01;client/src/main/java/org/apache/abdera/protocol/cache/InMemoryCachedResponse.java;4;148;2;1;0;1;1.0;3;0
e218b1e0370c886302136658e28f73a0f2dfbb01;client/src/main/java/org/apache/abdera/protocol/client/CommonsClient.java;7;212;3;1;0;1;1.0;1;0
e218b1e0370c886302136658e28f73a0f2dfbb01;client/src/main/java/org/apache/abdera/protocol/client/ResponseBase.java;3;202;3;2;0;2;0.6666666666666666;2;0
cdc2c629ba15ba5ffeaec8e6e57ca3605c33e00e;client/src/main/java/org/apache/abdera/protocol/util/BaseRequestEntity.java;0;0;0;0;0;0;0.0;0;0
544978cf5f5bcf8f8ab8f07abfde874284e94f26;client/src/test/java/org/apache/abdera/test/client/cache/CacheTest.java;0;0;0;0;0;0;0.0;0;0
5e167f24138fea4bbc1495f1c61d60bf5797b05f;client/src/test/java/org/apache/abdera/test/client/cache/CacheTest.java;1;1;1;1;0;1;1.0;0;1
118d91fe8fe3c5e48e67aea3be4936ff03ae22ca;client/src/test/java/org/apache/abdera/test/client/cache/CacheTest.java;2;184;1;2;0;2;0.5;0;2
bc41d2dcdb36b623dde191acd808e2642f831109;client/src/test/java/org/apache/abdera/test/client/JettyTest.java;1;61;0;1;0;1;1.0;0;0
c41ac7331b11b982790fcbe59758d61faa1fe35a;extensions/src/main/java/org/apache/abdera/ext/json/JSONWriter.java;6;323;8;3;0;3;0.6666666666666666;2;0
d520c257fcc1bd334816aee6adb2a11af424c2b0;parser/src/main/java/org/apache/abdera/parser/stax/FOMXPath.java;1;128;0;1;0;1;1.0;0;0
d520c257fcc1bd334816aee6adb2a11af424c2b0;server/src/main/java/org/apache/abdera/server/servlet/AbderaServlet.java;10;126;6;3;0;3;0.6;1;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;client/src/main/java/org/apache/abdera/protocol/util/SimpleSSLProtocolSocketFactory.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;core/src/main/java/org/apache/abdera/util/ServiceUtil.java;6;192;7;2;0;2;0.6666666666666666;1;1
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;core/src/main/java/org/apache/abdera/util/filter/BlackListParseFilter.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;core/src/main/java/org/apache/abdera/util/filter/CompoundParseFilter.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;core/src/main/java/org/apache/abdera/util/filter/NonOpTextFilter.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;core/src/main/java/org/apache/abdera/util/filter/SafeContentWhiteListParseFilter.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;core/src/main/java/org/apache/abdera/util/filter/WhiteListParseFilter.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;parser/src/main/java/org/apache/abdera/parser/stax/FOMParserFactory.java;2;56;1;1;0;1;1.0;0;1
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;parser/src/main/java/org/apache/abdera/parser/stax/FOMWriterFactory.java;2;56;1;1;0;1;1.0;0;1
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;parser/src/test/java/org/apache/abdera/test/parser/stax/FeedValidatorTest.java;8;2742;6;1;0;1;1.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;server/src/main/java/org/apache/abdera/server/RequestHandlerFactory.java;3;34;0;1;0;1;1.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;server/src/main/java/org/apache/abdera/server/exceptions/BadRequestException.java;0;0;0;0;0;0;0.0;0;0
1b0b78dca265e2636e9352f08a104c04a7b6b4e7;server/src/main/java/org/apache/abdera/server/exceptions/NotFoundException.java;3;38;4;2;0;2;0.6666666666666666;0;0
3b4cb505bfdb9045802bfa2f6c7dd5e9da7f160b;client/src/test/java/org/apache/abdera/test/client/JettyTest.java;2;63;1;1;0;1;1.0;0;1
3b4cb505bfdb9045802bfa2f6c7dd5e9da7f160b;client/src/test/java/org/apache/abdera/test/client/JettyUtil.java;2;102;0;1;0;1;1.0;1;0
3b4cb505bfdb9045802bfa2f6c7dd5e9da7f160b;client/src/test/java/org/apache/abdera/test/client/app/AppTest.java;3;452;2;1;0;1;1.0;1;0
3b4cb505bfdb9045802bfa2f6c7dd5e9da7f160b;client/src/test/java/org/apache/abdera/test/client/cache/CacheTest.java;5;213;21;2;0;2;0.8;0;3
c2dae7edb186d23b3ff48d77e9c2f9b5f4af79a8;core/src/main/java/org/apache/abdera/filter/ParseFilter.java;2;75;0;2;0;2;0.5;1;0
c2dae7edb186d23b3ff48d77e9c2f9b5f4af79a8;core/src/main/java/org/apache/abdera/filter/TextFilter.java;2;42;0;2;0;2;0.5;1;0
c2dae7edb186d23b3ff48d77e9c2f9b5f4af79a8;core/src/main/java/org/apache/abdera/util/filter/BlackListParseFilter.java;1;1;1;1;0;1;1.0;1;1
c2dae7edb186d23b3ff48d77e9c2f9b5f4af79a8;core/src/main/java/org/apache/abdera/util/filter/CompoundParseFilter.java;1;1;1;1;0;1;1.0;1;1
c2dae7edb186d23b3ff48d77e9c2f9b5f4af79a8;core/src/main/java/org/apache/abdera/util/filter/SafeContentWhiteListParseFilter.java;1;2;0;1;0;1;1.0;1;1
c2dae7edb186d23b3ff48d77e9c2f9b5f4af79a8;core/src/main/java/org/apache/abdera/util/filter/WhiteListParseFilter.java;1;1;1;1;0;1;1.0;1;1
a3ab26508b410e9108a468bb1a1a44bac0681acd;core/src/main/java/org/apache/abdera/util/filter/SafeContentWhiteListParseFilter.java;2;3;0;1;0;1;1.0;1;2
43fae3a0bb450895042bf0825f11fbf39832e830;core/src/main/java/org/apache/abdera/protocol/util/CacheControlParser.java;0;0;0;0;0;0;0.0;0;0
43fae3a0bb450895042bf0825f11fbf39832e830;server/src/main/java/org/apache/abdera/server/AbderaServer.java;1;49;0;1;0;1;1.0;1;0
43fae3a0bb450895042bf0825f11fbf39832e830;server/src/main/java/org/apache/abdera/server/ServerConstants.java;0;0;0;0;0;0;0.0;0;0
43fae3a0bb450895042bf0825f11fbf39832e830;server/src/main/java/org/apache/abdera/server/exceptions/AbderaServerException.java;5;112;6;2;0;2;0.8;0;0
43fae3a0bb450895042bf0825f11fbf39832e830;server/src/main/java/org/apache/abdera/server/servlet/ServletRequestContext.java;6;123;13;2;0;2;0.5;1;0
37888807cf6d1faa94cad4c2ea42f3fb697e58d3;parser/src/main/java/org/apache/abdera/parser/stax/util/PrettyWriter.java;1;262;0;1;0;1;1.0;0;0
54e701bdf9d12173f7f13862ad4f698e227f7c98;server/src/main/java/org/apache/abdera/server/impl/AbstractRequestHandler.java;0;0;0;0;0;0;0.0;0;0
54e701bdf9d12173f7f13862ad4f698e227f7c98;server/src/main/java/org/apache/abdera/server/impl/BaseResponseContext.java;1;433;0;1;0;1;1.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/AbderaServer.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/RequestContext.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/RequestHandler.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/RequestHandlerFactory.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/ResponseContext.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/ServerConstants.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/cache/Cache.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/cache/CacheEntry.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/cache/CacheFactory.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/exceptions/AbderaServerException.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractRequestHandler.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractResponseContext.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/impl/BaseResponseContext.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/impl/EmptyResponseContext.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/servlet/AbderaServlet.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/servlet/ServletRequestContext.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/target/Target.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/target/TargetResolver.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/util/RegexTargetResolver.java;0;0;0;0;0;0;0.0;0;0
fbeee6fec1cf2f239a9d4bdfced9f39940b8358d;server/src/main/java/org/apache/abdera/protocol/server/util/ServerUtils.java;0;0;0;0;0;0;0.0;0;0
c999229f272eedc03f576ee3dece314f57a30a38;client/src/main/java/org/apache/abdera/protocol/client/ClientResponse.java;0;0;0;0;0;0;0.0;0;0
c999229f272eedc03f576ee3dece314f57a30a38;client/src/main/java/org/apache/abdera/protocol/client/CommonsResponse.java;2;126;0;1;0;1;1.0;1;0
c999229f272eedc03f576ee3dece314f57a30a38;client/src/main/java/org/apache/abdera/protocol/client/RequestOptions.java;8;371;3;2;0;2;0.875;2;0
c999229f272eedc03f576ee3dece314f57a30a38;protocol/src/main/java/org/apache/abdera/protocol/util/CacheControlParser.java;0;0;0;0;0;0;0.0;0;0
c999229f272eedc03f576ee3dece314f57a30a38;protocol/src/main/java/org/apache/abdera/protocol/util/CacheControlUtil.java;0;0;0;0;0;0;0.0;0;0
c999229f272eedc03f576ee3dece314f57a30a38;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractResponseContext.java;1;1;1;1;0;1;1.0;0;1
c999229f272eedc03f576ee3dece314f57a30a38;server/src/main/java/org/apache/abdera/protocol/server/servlet/ServletRequestContext.java;1;0;4;1;0;1;1.0;0;1
1753779f9c63aeda6ac95ed5fb4bafaba38bac97;client/src/main/java/org/apache/abdera/protocol/client/RequestOptions.java;9;372;9;2;0;2;0.8888888888888888;2;1
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/Cache.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CacheBase.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CacheException.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CacheFactory.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CacheKey.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CachedResponse.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CachedResponseBase.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/InMemoryCache.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/InMemoryCachedResponse.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/SimpleCacheKey.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/lru/LRUCache.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/lru/LRUCacheFactory.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/util/BaseRequestEntity.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/util/DataSourceRequestEntity.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/util/MethodHelper.java;0;0;0;0;0;0;0.0;0;0
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/util/SimpleSSLProtocolSocketFactory.java;0;0;0;0;0;0;0.0;0;0
6e653a8edd0454befd4d67af997acacdc4a4f1dd;server/src/main/java/org/apache/abdera/protocol/server/util/EmptyResponseContext.java;0;0;0;0;0;0;0.0;0;0
6d9fc451463f03c95a2885ddef47b3d06eab1722;server/src/main/java/org/apache/abdera/protocol/server/util/ServerConstants.java;0;0;0;0;0;0;0.0;0;0
f58335e8af24af113f918d16c5f45d1c2f8db709;security/src/main/java/org/apache/abdera/security/xmlsec/XmlSignature.java;2;163;1;1;0;1;1.0;1;0
5cd305ceb44a61bb88afcaca66331e0e4df29440;core/src/main/java/org/apache/abdera/util/AbderaDataSource.java;1;97;0;1;0;1;1.0;0;0
065f3774e866b8f63dac499d703aaf0ba10db8ac;parser/src/main/java/org/apache/abdera/parser/stax/FOMWriterFactory.java;5;66;2;1;0;1;1.0;1;2
eee2317281096c2383c5f00924c43702a82d27a5;protocol/src/main/java/org/apache/abdera/protocol/util/CacheControlUtil.java;2;2;1;1;0;1;1.0;0;1
6a2b63cb5de3442161bcdc416a3a539d36a17338;client/src/main/java/org/apache/abdera/protocol/client/Client.java;8;218;9;2;0;2;0.875;3;0
6a2b63cb5de3442161bcdc416a3a539d36a17338;client/src/main/java/org/apache/abdera/protocol/client/CommonsClient.java;13;220;21;1;0;1;1.0;3;1
725e489d4ce6f70fafb933c68bdb1f300045c7de;server/src/main/java/org/apache/abdera/protocol/server/servlet/AbderaServlet.java;2;9;8;1;0;1;1.0;0;1
725e489d4ce6f70fafb933c68bdb1f300045c7de;server/src/main/java/org/apache/abdera/protocol/server/util/RegexTargetResolver.java;1;2;2;1;0;1;1.0;0;1
39dd74366473a17df6dd906c2caf2111acea2502;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleRequestHandlerFactory.java;1;36;0;1;0;1;1.0;0;0
a43e96870267833d9bee4980ed8595f64d2d232c;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleRequestHandler.java;5;324;2;1;0;1;1.0;1;0
eac7a2b4b6b2f1846456f2da6818b3188cb8af91;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleProvider.java;1;268;0;1;0;1;1.0;0;0
f2ae1b645a7ce50cdc9e5db455f18a797c908071;parser/src/main/java/org/apache/abdera/parser/stax/FOMXPath.java;5;133;6;2;0;2;0.8;3;1
2a3be48eacc179b3fcb56e7ad569aa3bc0a07f13;parser/src/main/java/org/apache/abdera/parser/stax/FOMXPath.java;6;134;7;2;0;2;0.8333333333333334;3;2
abf842765c2f4840bec6c70fe43a226b03d203d3;extensions/src/main/java/org/apache/abdera/ext/gdata/GoogleLoginAuthScheme.java;1;145;0;1;0;1;1.0;0;0
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleRequestHandler.java;6;324;49;1;0;1;1.0;1;1
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/AbderaServer.java;4;15;3;1;0;1;1.0;0;1
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/Provider.java;0;0;0;0;0;0;0.0;0;0
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/ProviderManager.java;0;0;0;0;0;0;0.0;0;0
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/SubjectResolver.java;0;0;0;0;0;0;0.0;0;0
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/Target.java;0;0;0;0;0;0;0.0;0;0
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/TargetResolver.java;0;0;0;0;0;0;0.0;0;0
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/servlet/AbderaServlet.java;5;26;11;1;0;1;1.0;0;2
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/util/ServerConstants.java;2;7;1;1;0;1;1.0;0;1
babb6c8e99746531174073ebd2bce291d18770f4;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleProvider.java;3;270;41;1;0;1;1.0;0;1
babb6c8e99746531174073ebd2bce291d18770f4;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleServiceContext.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;protocol/src/main/java/org/apache/abdera/protocol/ResponseInfo.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;protocol/src/main/java/org/apache/abdera/protocol/util/PoolManager.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/ServiceContext.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/auth/SubjectResolver.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/provider/AbstractResponseContext.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/provider/BaseResponseContext.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/provider/ResponseContext.java;0;0;0;0;0;0;0.0;0;0
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/servlet/AbderaServlet.java;6;28;13;1;0;1;1.0;0;3
85bcb35311325a6c9b0e62646979947dbee4fd41;server/src/main/java/org/apache/abdera/protocol/server/provider/TargetType.java;1;89;0;1;0;1;1.0;1;0
6058f9f7dc92e91dc95831da46fede0d9acb79f2;parser/src/main/java/org/apache/abdera/parser/stax/FOMCollection.java;11;257;36;2;0;2;0.9090909090909091;3;1
e9b8cea97bd0378f9d4f6fe5a141dfe3e1125d89;parser/src/main/java/org/apache/abdera/parser/stax/FOMEntry.java;20;1284;216;2;0;2;0.95;6;1
e9b8cea97bd0378f9d4f6fe5a141dfe3e1125d89;parser/src/main/java/org/apache/abdera/parser/stax/FOMSource.java;11;755;87;1;0;1;1.0;3;2
6dea94dc2565726a6d2f6c26f806200e86cf0495;core/src/main/java/org/apache/abdera/model/IRIElement.java;0;0;0;0;0;0;0.0;0;0
24b405d7ce0afcd2fe8eb4b7570fe148522a1b9f;core/src/main/java/org/apache/abdera/util/iri/IRI.java;4;807;2;1;0;1;1.0;2;0
3f24b16bceed841124fa4bef9019510cc37fcdba;core/src/main/java/org/apache/abdera/util/Constants.java;10;171;21;2;0;2;0.9;1;0
3f24b16bceed841124fa4bef9019510cc37fcdba;parser/src/main/java/org/apache/abdera/parser/stax/FOMEntry.java;23;1288;219;2;1;1;0.9565217391304348;8;2
3f24b16bceed841124fa4bef9019510cc37fcdba;parser/src/main/java/org/apache/abdera/parser/stax/FOMFactory.java;24;1520;159;2;0;2;0.9166666666666666;6;4
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;extensions/src/main/java/org/apache/abdera/ext/opensearch/OpenSearchExtensionFactory.java;4;89;5;2;0;2;0.75;0;0
